source,title,label
LIAR,says keene nh requested a militarygrade armored personnel truck citing their annual pumpkin festival as a possible target for terrorists,1
GOSSIP_REAL,katie holmes just cant quit jamie foxx  despite his publicly humiliating her with other women,1
GOSSIP_REAL,elton john has some seriously shady things to say about the mtv generation,1
GOSSIP_REAL,stranger things creators respond to claims of verbal abuse by former crewmember,1
GOSSIP_REAL,michelle obama gets surprise gift at bruno mars concert  see the pics,1
LIAR,says texas schools have had massive increases in class sizes with rick perry as governor,0
LIAR,speaker rubio supported gun restrictions that included background checks and waiting periods,1
GOSSIP_REAL,taylor swift gives surprise performance at nashvilles bluebird cafe,1
LIAR,the  billion in transportation bonding we dont have a repayment mechanism,0
LIAR,putting three republicans in my cabinetis unprecedented,1
LIAR,private prisons do not chase escaped inmates past the perimeter like the public prisons do which means more escaped prisoners in our communities,1
GOSSIP_REAL,weinsteins complicity machine,1
GOSSIP_REAL,watch out king robert a coup is underway on the royals and the king is on the chopping block,1
GOSSIP_FAKE,is vanessa grimaldi dumping nick viall for smallville alum michael rosenbaum,0
LIAR,says nick kahl made it harder for many families to cover basic health care expenses,0
LIAR,we the bishops of the united states  can you believe it  in  came out for more affordable more comprehensive more universal health care,1
LIAR,says bill and hillary clinton attended donald trumps last wedding,1
LIAR,the photonics bill that was sponsored in congress and written was written by congressman tom reed not congresswoman louise slaughter,0
LIAR,the platform of the republican party says deport everybody and to hell with it,0
GOSSIP_REAL,power rangers cast lobbying for a female green ranger in sequel,1
GOSSIP_REAL,hugh hefner,1
GOSSIP_FAKE,chrissy teigen and john legends relationship a timeline,0
GOSSIP_FAKE,megyn kelly today today wasting away again in megynkellyville,0
LIAR,german citizens were disarmed by their government in the late s which allowed the nazis to carry out their evil intentions with relatively little resistance,0
LIAR,says massachusetts has three statemandated student tests and finland just one,1
GOSSIP_REAL,shannon beador opens up about her relationship with david beador during their divorce,1
GOSSIP_REAL,becca  garretts fantasy suite date on the bachelorette was seriously intents,1
LIAR,john mccain will keep the estate tax at  percent the same as it is now,0
GOSSIP_REAL,go backtoschool shopping with victoria justice,1
GOSSIP_REAL,the bachelorettes dean unglert is dating bachelor alum lesley murphy,1
GOSSIP_FAKE,drakes  hottest hookups,0
LIAR,house republicans werent part of the negotiations on the wall street bailout plan,0
LIAR,if the agreement goes into effect the millions of mexican citizens who will become eligible for social security benefits may have a far stronger claim to benefits and protection against cuts than us citizens,0
LIAR,latinos now make up the majority population in texas,0
GOSSIP_FAKE,rumor bust danny fujikawa did not dump pregnant gf kate hudson,0
GOSSIP_FAKE,ashton kutcher forbid mila kunis from working with scott eastwood,0
GOSSIP_REAL,bella hadid and emily ratajkowski were twinning on the cannes red carpet,1
LIAR,if the general assembly does not address the states structural deficit more than  education professionals will be immediately yanked out of pennsylvania schools,0
LIAR,six thousand people have sought addiction treatment through expanded medicaid,0
GOSSIP_FAKE,twitter is ready to cancel chris rock over this reported rape joke,0
LIAR,we have more scientists and engineers per square mile than anywhere in the world,1
GOSSIP_REAL,fixer upper star chip gaines named in million dollar lawsuit,1
GOSSIP_REAL,kate middleton looks lovely in floral dress at wimbledon,1
GOSSIP_FAKE,christian bale avoiding sun to prepare for dracula movie,0
LIAR,mary burkes company trek bicycles makes  of their bikes overseas,1
GOSSIP_REAL,pregnant khloe kardashian and her family get baseball coaching from alex rodriguez pics,1
GOSSIP_FAKE,jennifer aniston asks courteney cox to set her up with new man,0
GOSSIP_FAKE,kelly ripa ryan seacrest feuding after honeymoons over,0
POLITIFACT_FAKE,keanu reeves shook the world with another powerful message,0
GOSSIP_FAKE,jennifer aniston life and career news justin gives insight on his marriage to jennifer,0
GOSSIP_REAL,angelina jolie eva longoria and more go glam at the  hollywood film awards,1
GOSSIP_FAKE,orlando bloom ready to start a family with katy perry he admits he wants more kids,0
GOSSIP_FAKE,camille grammer did not leave louis vuitton belt behind at airport despite report,0
LIAR,english is our national languageif it becomes official that means in a place like new york city you cant print ballots in any other language,0
LIAR,the health care bill will create  million jobs  jobs almost immediately,1
GOSSIP_REAL,shakira recalls first time she met gerard pique in new song,1
LIAR,sixty percent of americans now support legalizing marijuana,1
LIAR,bioweapon zika virus is being spread by gmo mosquitos sic,0
LIAR,says donald trump doesnt make a thing in america,0
GOSSIP_REAL,less bounce iggy azalea says she lost  lbs in  week from twerking for her latest music video,1
GOSSIP_REAL,watch what happens live with andy cohen real housewives among peoples choice awards nominations,1
GOSSIP_FAKE,kim kardashian defends kylie jenner,0
LIAR,an independent payment advisory board created by the health care reform law can ration care and deny certain medicare treatments,0
LIAR,democrat stephen webber voted to allow sex offenders to be within  feet of childcare centers and playgrounds and even voted to allow sex offenders to be coaches,0
GOSSIP_FAKE,brad pitt not confident work,0
LIAR,says scott walkers jobs agency gives financial incentives that lead wisconsin companies to look at shipping jobs elsewhere  a company got  million in taxpayer money and actually reduced its jobs by  people,0
POLITIFACT_REAL,public campaign action fund,1
LIAR,on whether the federal government should set a minimum wage,0
LIAR,in campaigns in the past with sen mccain and president george w bush and others they have tended to release tax records in april,1
GOSSIP_REAL,natalie negrotti comes out as pansexual opens up about new gf,1
GOSSIP_REAL,this is why the original queer eye hannah montana and more of your favorite shows arent on netflix,1
LIAR,the president said he was going to create daylight between ourselves and israel,1
GOSSIP_REAL,kelly clarkson sings hilarious google translated stronger,1
GOSSIP_FAKE,is justin bieber starting up his own church,0
POLITIFACT_FAKE,united airlines flight attendant slaps crying baby during flight,0
LIAR,according to david cay johnston the average american pays about  percent of their income to federal taxes the richest  americans pay about  percent of their income to federal taxes,1
LIAR,for the cost of  vanilla soy latte a day you can get a sweet health insurance plan to match,1
LIAR,defends his vote to push retirement age to  by saying he is for a process that would not be fully implemented until around the turn of the century,0
GOSSIP_REAL,alexis bledel reveals she has pitched sisterhood,1
GOSSIP_FAKE,taryn manning is not leaving orange is the new black,0
GOSSIP_REAL,inside miley cyrus and liam hemsworths taco tuesday date night,1
LIAR,women make  cents for every dollar a man earns,1
LIAR,its possible that noncitizen voters were responsible for obamas  victory in north carolina,0
GOSSIP_REAL,blake griffins ex sues him over kendall jenner fawning,1
LIAR,the debt comes up all the time in town meetings  but its never asked in the debates its really weird it hasnt been brought up,0
LIAR,the state budget has actually grown by  billion under gov scott walkers actions,1
LIAR,when one person sneezes it goes all the way through the aircraft,0
GOSSIP_REAL,ed sheerans carpool karaoke features one very silly justin bieber story,1
LIAR,when i served as city commissioner we made great strides we successfully fought for and won adding women and people of color to the fire bureau,1
LIAR,before congress tom cotton got paid handsomely working for insurance companies and corporate interests,0
GOSSIP_REAL,steps to achieving your new years resolutions,1
LIAR,the obama administration was successful in rushing a massive spending bill through congress in just two days after which it sat on the presidents desk for three days while he was away on vacation,0
GOSSIP_FAKE,miley cyrus and liam hemsworth to start a family in,0
GOSSIP_REAL,louis ck admits to sexual misconduct as media companies cut ties,1
GOSSIP_FAKE,lady gaga shows off huge engagement ring at the  grammys,0
GOSSIP_REAL,jesse williams ordered to pay estranged wife k,1
LIAR,studies show that if we opened one reserve in alaska now in five years gas prices could be at  a gallon,0
GOSSIP_FAKE,jennifer aniston will always be brad pitts greatest love,0
GOSSIP_FAKE,celebrities react to donald trumps cnn bodyslam tweet how the f are you a president,0
GOSSIP_REAL,best moments in carpool karaoke with harry styles,1
GOSSIP_FAKE,into a digital magazine for the modern queer world,0
LIAR,weve lifted high school graduation rates to new highs,1
GOSSIP_REAL,luis fonsi and daddy yankee heat things up with sizzling despacito performance at  grammys,1
POLITIFACT_REAL,health reform carries heavy price insurers claim,1
LIAR,the us constitution is the oldest written constitution still in use today among nations,1
GOSSIP_REAL,royal style rules meghan markle broke on her royal tour of australia,1
GOSSIP_FAKE,gone eric benet halle berry dumps new boo alex da kid during bora bora baecation,0
GOSSIP_REAL,new prince album piano  a microphone  announced on singers th birthday,1
GOSSIP_FAKE,things selena gomez did to get the body she has now,0
GOSSIP_FAKE,exclusive idris elba has a kate winslet dream in mountain between us,0
GOSSIP_FAKE,van jones to kim kardashian is trump using you,0
POLITIFACT_REAL,mcconnell webb jindal express uncertainty over iran nuclear deal,1
LIAR,say in november  voters overwhelmingly supported the idea of creating a library district,1
LIAR,the average unemployed american has been out of work for almost  weeks,1
LIAR,rick scott has said that he would do away with the department of community affairs,0
LIAR,spending increases not tax cuts are the major cause of the federal budget deficit,1
LIAR,more than  percent of minimumwage earners are women,1
LIAR,wendy davis is threatening to raise taxes up to  billion,0
GOSSIP_FAKE,selena gomez chose happiness over justin bieber,0
GOSSIP_FAKE,katie holmes  jamie foxx reportedly getting married after years of secretly dating,0
LIAR,us sen kay bailey hutchison voted to continue roe v wade,1
POLITIFACT_REAL,table b employees on nonagricultural payrolls by major industry,1
GOSSIP_REAL,kardashians without makeup from kylie jenner to kim k,1
GOSSIP_REAL,nicole kidman reveals creepy secret i eat bugs,1
GOSSIP_REAL,figuring out who demi lovato just threw shade at is the greatest mystery of our time,1
GOSSIP_REAL,list of high school musical characters,1
LIAR,two years agoi wrote to secretary paulson i wrote to federal reserve chairman bernanke and told them subprime lending is something we have to deal with,1
GOSSIP_FAKE,the voice war inside blake shelton  kelly clarksons explosive backstage feud,0
GOSSIP_REAL,hes not an uncle to my baby wwe star john cena faces serious bella family drama at dinner table,1
LIAR,says hillary clinton called barack obama naive for saying he was would sit down and talk to the iranians during the  democratic primary,1
GOSSIP_FAKE,kourtney kardashian warns scott disick not to disrespect ex younes bendjima,0
LIAR,according to a government supplier of emergency products the disaster assistance response team was told to be prepared to be activated in the month of october for an outbreak of ebola,0
POLITIFACT_FAKE,charleston shooter dylann roof moved to death row in terre haute federal prison,0
LIAR,jeff greene on why hewent cuba,0
GOSSIP_REAL,photo of selena gomez  the weeknds matching outfits on nyc date will make you swoon,1
GOSSIP_REAL,ciara strips down for sexy photoshoot with husband russell wilson,1
LIAR,american voters remain steadfast in their support for immigration reform with a path to citizenship with more than  percent who want to see reform passed this year,1
GOSSIP_REAL,second wives club star katie cazorla says wedding to walter afanasieff will feature alist celebs like her bff jeremy renner  amnayzh news,1
GOSSIP_FAKE,drakes  hottest hookups,0
LIAR,says that when san francisco banned plastic grocery bags you saw the number of instances of people going to the er with things like salmonella and other related illnesses spike,0
GOSSIP_FAKE,alexandria shooting injures congressman celebrities react,0
GOSSIP_FAKE,angelina jolie its strange i never wanted to have a baby,0
LIAR,obama skips out on condemning leftwing attacks on gen petraeus despite casting other important votes earlier and later in the day,1
LIAR,ive seen life from the factory floor when i was working the graveyard shift and id be ankledeep in water at the murray ohio bicycle plant where i was running a machine that was so loud i couldnt hear myself yell if i wanted to,1
GOSSIP_FAKE,justin bieber caught with mystery blonde amid selena gomez breakup,0
LIAR,chris christie has not paid one dollar of state money into our pension system and then states that the system is broke,1
GOSSIP_REAL,emily ratajkowskis top is only  so what are you waiting for,1
GOSSIP_REAL,the bold type recap a good triangle,1
GOSSIP_REAL,bachelorette becca kufrin reacts to arie luyendyk jr announcing his wedding date right before her premiere,1
GOSSIP_REAL,botched docs say big butt enhancements are out as they reveal unique requests  complications,1
LIAR,says he never said he would keep education funding the same,0
GOSSIP_REAL,justin bieber wears purpose tour merch after cancelling tour,1
LIAR,says jeb bush appointed a guardian for the fetus of a rape survivor,0
GOSSIP_REAL,carrie underwood shares son isaiah and husband mike fishers adorable story time watch,1
GOSSIP_REAL,these celebs school us on how to wear the denim jacket the cool way,1
POLITIFACT_FAKE,usda approves slaughterhouses producing horse meat for human consumption,0
LIAR,we have been confronted with an unexpected storm that has hit the metropolitan area,0
GOSSIP_FAKE,ellen degeneres bio age married husband daughter partner salary and net worth,0
GOSSIP_FAKE,the sun brad pitt will absolutely want to introduce neri oxman to his six kids,0
LIAR,the texas senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through obamacare that includes the letter s for subsidy,0
GOSSIP_FAKE,kim kardashian and kris jenner win big victory in blac chynas e lawsuit,0
GOSSIP_FAKE,jennifer aniston justin theroux not starting dog fostering and adoption business,0
GOSSIP_FAKE,kristen stewart not bad tipper despite report,0
GOSSIP_FAKE,kylie jenner denies kris jenner is managing kanye west and travis scott this isnt true,0
GOSSIP_FAKE,paula abdul evicted from penthouse apartment  fake,0
LIAR,a couple retiring today will pay about  in lifetime medicare taxes and receive about  in lifetime medicare benefits  about  bucks in benefits for every dollar in taxes,1
GOSSIP_FAKE,kim kardashian slams surrogacy rumours calling them invasive,0
GOSSIP_REAL,mama june shannon gushes over her very very awesome new beau,1
LIAR,virginia ranked th in job creation in  under gov tim kaine and moved up to third for  while mcdonnell has been in office,1
LIAR,chile ranks third internationally in economic freedom while the us ranks th,0
GOSSIP_REAL,a girl scout troop leader has disappeared with  worth of cookies,1
GOSSIP_FAKE,kylie jenner shares first family photo as she cuddles up with travis scott and baby stormi at elaborate easter party,0
LIAR,throughout we have kept congress fully informed of our efforts to create a legal framework on counterterrorism,0
GOSSIP_FAKE,nicki minaj embarrassed,0
GOSSIP_FAKE,meghan and kates double baby joy due on the same day,0
GOSSIP_FAKE,kim kardashian is stalling construction of dream home over kanye wests meltdowns,0
GOSSIP_FAKE,the definitive guide to jennifer anistons breakup interviews from sensitivity chips and billy idol digs to all that baby speculation,0
GOSSIP_REAL,star wars superfan jacob tremblay meets mark hamill,1
LIAR,our recent state budgets have far exceeded population and inflation growth,0
GOSSIP_REAL,japans princess postpones wedding because of immaturity,1
LIAR,says us senate rival tammy baldwin wants a completely governmentcontrolled health care system that goes far beyond obamacare and is a medicare system for all,1
LIAR,were th in the united states in new businesses created,1
LIAR,says sen pat toomey even tried to shut down the federal government in order to eliminate funding for planned parenthood,0
GOSSIP_REAL,blowout products that are worth every penny,1
GOSSIP_REAL,katy perry says taylor swift started their feud its time for her to finish it,1
GOSSIP_REAL,kurt cobain and courtney loves daughter frances bean shares her story of addiction and recovery,1
LIAR,an iron ore mine in northern wisconsin could operate for  years and generate billion of dollars in economic activity,1
LIAR,says ohio law gives tax breaks to rich people who own private jets,1
GOSSIP_FAKE,gwen stefani gifts blake shelton a flagpole for his birthday,0
LIAR,it used to be the policy of the republican party to get rid of the department of education we finally get in charge and a chance to do something so we double the size of the department of education,1
LIAR,says more republicans than democrats voted for the wall street bailouts,0
GOSSIP_FAKE,photos of robert pattinson looking miserable,0
GOSSIP_FAKE,fabricated brad pitt father  s day story blows up in hollywoodlife  s face,0
LIAR,only one president has ever cut medicare for seniors in this country    barack obama,0
LIAR,we havent yet taken out a negative ad,0
LIAR,what we said was you can keep your plan if it hasnt changed since the law passed,0
GOSSIP_REAL,tamar braxton talks divorce from husband vincent herbert and instagram meltdown,1
LIAR,last year out of the  in population growth we had in the state of texas about  of the  came to texas from the other  states,1
GOSSIP_FAKE,ben affleck and lindsay shookus split after a year of dating,0
LIAR,shows in a television ad that police took evidence fromsolantic rick scotts new health care company after allegations emerged that the company was engaging in fraud,0
GOSSIP_REAL,singer aaron carter pens emotional open letter about his sexuality,1
GOSSIP_REAL,married at first sight  finale news decision night unleashes revelations which one was surprising,1
GOSSIP_REAL,khloe kardashian says tristan thompson has learned from his mistake ahead of kuwtk premiere,1
GOSSIP_REAL,halle berry says shes done with love after alex da kid split,1
LIAR,you dont have to be as smart as a fifthgrader to know what causes the climate is the sun the sun i have people tell me carbon dioxide warms the earth no it doesnt the sun warms the earth,0
LIAR,a strong bipartisan majority in the house of representatives voted to defund obamacare,0
LIAR,says statistics indicate that one in eight children and one in  adults in oregon suffers from mental illness,1
POLITIFACT_REAL,justices  to present,1
LIAR,the milwaukee business community did not speak about the facts  and in support of train manufacturer talgo  as the milwaukeemadison rail link was being killed,1
GOSSIP_REAL,michael oher assault charge dismissed in incident involving uber driver,1
GOSSIP_REAL,in  si predicted the astros would win the  world series,1
GOSSIP_REAL,answer  questions and well tell you which miley cyrus album youre most like,1
GOSSIP_FAKE,cannes film festival pictures,0
GOSSIP_FAKE,kate middleton will never be jealous of meghan markle heres why,0
GOSSIP_FAKE,the tonight show starring jimmy fallon hashtag gallery igotbusted photo,0
GOSSIP_REAL,denim trends that no one will be wearing in,1
GOSSIP_FAKE,years in the life of jessica simpson,0
GOSSIP_REAL,new mama  model rosie huntingtonwhitley has some advice for working moms,1
GOSSIP_FAKE,sean spicer emmys moment see celebrity reactions,0
GOSSIP_FAKE,khloe kardashian did not give birth over easter despite report,0
LIAR,says the koch brothers funded the fight to let flood insurance premiums soar  now theyre spending millions to buy a senate seat for bill cassidy so he can fight for them,0
LIAR,you see a whole bunch of korean cars here in the united states and you dont see any american cars in korea,1
GOSSIP_REAL,best setting powders according to demi lovatos facialist and more,1
GOSSIP_FAKE,kate upton models lingerie every night for justin verlander to inspire him in world series,0
LIAR,says rick scotts proposal for election reform only mandates  hours of early voting,1
GOSSIP_REAL,shawn johnson reveals in heartbreaking video she suffered miscarriage,1
GOSSIP_REAL,olympic ice dancers maia  alex shibutani on what its really truly like to compete with your sibling,1
GOSSIP_REAL,khloe kardashian calls kourtney and scott disick fking sick after trying to hash out their drama,1
GOSSIP_REAL,jon hamm slams social media its the visual equivalent of masturbating,1
GOSSIP_FAKE,how ben affleck got big for batman v superman,0
LIAR,i used my lineitem veto authority to veto  million dollars in special interest spending so that our budget this year  is still smaller than the fiscal year  and  budgets signed by my predecessor,0
GOSSIP_FAKE,fixer upper gets november premiere date for fifth  final season on hgtv,0
GOSSIP_REAL,all the details on pippa middletons wedding,1
GOSSIP_REAL,nashville sets series finale date adds mia maestro and st elsewhere vet,1
LIAR,the wives of the  hijackers knew exactly what was happening and went back to saudi arabia two days before the attacks to watch their husbands on television flying the planes,0
LIAR,at the same time gas prices have increased the share of the oil market controlled by speculators has more than doubled over the past  years,1
GOSSIP_REAL,maryse demands some respect from nia jax on total divas season premiere see their heated fight,1
GOSSIP_REAL,kylie jenner sets summer goals with throwback bikini pic,1
LIAR,bernie sanders opposes the death penalty and hillary clinton supports it,1
GOSSIP_REAL,queen of the souths executive producers goal is to bring more latinos into the process,1
GOSSIP_FAKE,nicole kidman gets honest about her best beauty looks,0
GOSSIP_REAL,kelly clarkson calls for change at billboard music awards,1
GOSSIP_FAKE,robert pattinson gq interview highlights see best quotes from cover story,0
GOSSIP_FAKE,kim and khloe kardashian come for younes bendjima after kourtney breakup drama,0
GOSSIP_REAL,chrissy teigens headband of the day instagram segment see the styles,1
LIAR,the violent crime rate in america is the same as it was in  yet our prison system has grown by over  percent,1
GOSSIP_REAL,ellen pompeo says  million salary didnt push greys anatomy costars out,1
GOSSIP_REAL,three billboards wins big as golden globes power through sex scandal,1
LIAR,the affordable care act basically puts a penalty or a tax on employers for every new job they create,1
GOSSIP_FAKE,video homecoming teaser julia roberts is ready to get started,0
GOSSIP_FAKE,jamie foxx spotted visiting katie holmes in nyc amid a romantic summer,0
GOSSIP_FAKE,leonardo dicaprio and girlfriend nina agdal have split after a year,0
GOSSIP_REAL,the best site for horoscopes daily weekly monthly yearly online free,1
LIAR,there are still more people uninsured today than when obama was elected president,1
LIAR,a bill that would halt the epa from regulating greenhouse gases would help stop rising gas prices,0
LIAR,we will spend  billion in afghanistan this year fixing roads building bridges training police officers and more and cutting the same things in our own country,0
POLITIFACT_FAKE,breaking  people just found dead in ohio,0
GOSSIP_FAKE,justin bieber lyrics dis ex selena gomez and the weeknd,0
LIAR,says sherrod brown voted for the  trillion health care law that adds a new tax on ohio manufacturers,1
LIAR,says michael bennet votes for president obamas agenda  percent of the time hardly independent hardly bipartisan,1
GOSSIP_REAL,tom hanks jokes about high maintenance meryl streep youre expecting french horns,1
LIAR,says indiana gov mike pence advocated diverting taxpayer dollars to socalled conversion therapy,1
GOSSIP_REAL,kim kardashian reveals why kanye west missed the met gala and slays in her black bondage afterparty dress,1
LIAR,ukraine was a nucleararmed state they gave away their nuclear arms with the understanding that we would protect them,0
POLITIFACT_REAL,this week transcript pelosi and gates,1
LIAR,says arizona missouri and texas residents have a twopet limit so the public must surrender their third pet to the humane society,0
LIAR,law enforcement officers have fallen in the line of duty since bh obama took office with no special recognition from the white house,0
LIAR,weve got to find  billion gallons of water per day between now and,1
LIAR,a salesclerk at hobby lobby who needs contraception is not going to get that service through her employers health care plan because her employer doesnt think she should be using contraception,0
LIAR,says the no  cause of death in the us for women under  is being killed by their spouse or domestic partner,0
LIAR,says the obama administration watered down sanctions against iran delayed them and tried to stop congress from putting the tough sanctions in place,0
LIAR,while fighting a move to toughen penalties for workplace gender discrimination state sen glenn grothman said he didnt believe women belonged in the workplace but belonged at home cooking and cleaning and having babies,0
GOSSIP_FAKE,caitlyn jenner pushing kanye west for presidency campaign amid kardashian backlash over trump support,0
GOSSIP_REAL,shawn mendes reveals the really sweet reason why hes still single,1
GOSSIP_REAL,terrell owens joins dancing with the stars season   variety,1
GOSSIP_REAL,feels song,1
GOSSIP_FAKE,the most adorable fathers day messages,0
GOSSIP_REAL,janet jackson lost  pounds and her workout regime is surprisingly reasonable,1
POLITIFACT_FAKE,kim jong un dead north koreans calling trump an assassin,0
LIAR,siemens has been unable to fill approximately  skilled trade positions in metro atlanta,0
GOSSIP_FAKE,outlet flip flops on what camilla parker bowles thinks of meghan markle,0
GOSSIP_FAKE,pregnant kylie jenner looked great at familys christmas eve party source says,0
POLITIFACT_REAL,us considers  more troops for afghanistan,1
GOSSIP_FAKE,taylor swifts enemies joining forces against her  gossip cop,0
GOSSIP_REAL,busy philipps responds to backlash over her post on the anniversary of heath ledgers death,1
LIAR,the only growth sector that weve had in the last two years in america is government growth,0
GOSSIP_FAKE,did ellen  portia have a food fight at a restaurant,0
GOSSIP_REAL,eva longoria is still friends with her desperate housewives costars  with one exception,1
LIAR,dnc chair debbie wasserman schultz denied unemployment went up under obama,0
LIAR,a bill that could restrict free speech when the president is nearby was signed by president barack obama in secret,0
GOSSIP_FAKE,john legend and chrissy teigen pitching daytime talk show,0
LIAR,using a surcharge on the cigarette tax to help pay for a new downtown sports arena is not feasible under state law,1
GOSSIP_FAKE,jennifer aniston justin theroux not starting dog fostering and adoption business,0
GOSSIP_REAL,john legend sings about hour long erections on carpool karaoke,1
GOSSIP_FAKE,jennifer aniston  brad pitt secret rumored meetings driving angelina jolie insane with jealousy,0
GOSSIP_REAL,your complete guide to visiting laurel mississippi,1
GOSSIP_FAKE,mila kunis says she and ex macaulay culkin arent as friendly as they could be,0
GOSSIP_REAL,friedpickle potato chips we taste tested frito lays regionthemed snacks,1
GOSSIP_REAL,noah cyrus says miley cyrus hasnt changed one bit ahead of billboard music awards appearance,1
LIAR,says david jolly lobbied for governmentrun health care just last year,0
GOSSIP_REAL,chris pratt wrote the foreword to anna faris new book before announcing separation,1
LIAR,white house spokesman robert gibbs lied when he said president obamas birth certificate is posted on the internet,0
GOSSIP_FAKE,miley cyrus from bridetobe to baby on board,0
GOSSIP_REAL,paris hilton lea michele more stars evacuate their homes amid los angeles wildfires,1
LIAR,every signer of the declaration of independence had no federal elected office experience,0
GOSSIP_REAL,ariana grande calls for love unity gun control after vegas shooting,1
GOSSIP_REAL,ariana grande talks about her ptsd after manchester attack,1
GOSSIP_REAL,sam rockwell dedicates oscar win to his old buddy philip seymour hoffman,1
GOSSIP_REAL,see you again breaks record for mostviewed youtube video of all time,1
LIAR,says glenn grothman pushed through state tax credits that when phased in someone that owns a factory that produces millions in income will pay less tax than their nephew would if he worked full time at taco bell for minimum wage,1
GOSSIP_REAL,ben affleck jennifer garner reunite for daughters birthday,1
GOSSIP_REAL,us late night tv hosts call for gun control after las vegas shooting,1
GOSSIP_FAKE,blake wants out how gwen came between shelton  the voice execs,0
GOSSIP_REAL,best dressed week of november,1
GOSSIP_FAKE,jennifer aniston  brad pitt secret rumored meetings driving angelina jolie insane with jealousy,0
GOSSIP_FAKE,how brad pitt emerged from his split with angelina jolie better than ever,0
GOSSIP_REAL,nicki minaj is a futuristic barbie in migoss neon bright video for motorsport,1
LIAR,the labor force participation rate  the share of the potential workforce that is actually working or looking for work currently stands below  the lowest level since the s,1
LIAR,says donald trump hasnt broken his promise to release his tax returns,0
GOSSIP_REAL,snl takes on sexual harassment welcome to hell,1
LIAR,says george soros and bill gates are funding a bioweapons lab in sierra leone that caused the ebola outbreak,0
GOSSIP_FAKE,brad pitt upset over angelina jolies rumored plans to adopt  would he adopt again too,0
GOSSIP_FAKE,brad pitt and margot robbie in new scandal,0
GOSSIP_REAL,mariah carey takes twins swimming with gentle sharks,1
LIAR,fox news said the new black panther party decided the election for barack obama,0
LIAR,a proposed mine in wisconsin is about twothirds the size of lake winnebago,0
GOSSIP_REAL,zoe saldana wearing leather pants,1
LIAR,since  weve cut homelessness among veterans by a third,1
GOSSIP_FAKE,mariah not dating both nick cannon and bryan tanaka,0
LIAR,personal income is growing faster in tennessee on average than any other state in the country,0
LIAR,its highly unusual to have a supreme court confirmation in a presidential election year the last one was,1
LIAR,federal law requires that hospitals treat people whether or not they can pay so someone who doesnt have health insurance  they can go to the hospital and get free care,0
GOSSIP_REAL,you may want to marry my husband,1
GOSSIP_FAKE,taylor swift nods at joe alwyn relationship in concert speech,0
POLITIFACT_REAL,hillary rodham clinton senator for new york schumer clinton announce key senate panel approves over  million for labor health and human services projects in the hudson valley,1
GOSSIP_FAKE,kim kardashian kanye wests last embryo for baby no  is a boy,0
GOSSIP_REAL,marykate olsen,1
GOSSIP_REAL,prince philip gaffes  best and worst quotes as he celebrates his birthday,1
LIAR,our unemployment rate is now lower than it was before the financial crisis,1
GOSSIP_FAKE,tyrese gibson calls exwife bitter after she accuses him of abusing daughter  is granted temporary restraining order,0
GOSSIP_FAKE,zayn malik shared the gas happy birthday video he received from ryan reynolds,0
LIAR,californias proposition  would criminalize the sharing of ammunition between friends who may be hunting or shooting together,0
LIAR,says donald trump hasnt broken his promise to release his tax returns,0
LIAR,republicans enacted the most drastic cuts to k public schools of any state in the nation,0
LIAR,the federal health care law is probably the biggest tax increase ever in the history of our country,0
GOSSIP_REAL,jonathan cheban is legally changing his name to foodgod,1
LIAR,despite what you may have heard about wisconsins finances wisconsin is on track to have a budget surplus this year,0
GOSSIP_REAL,lady antebellums hillary scott gives birth to twins thank you lord,1
LIAR,women receive only  cents for every dollar a man earns,1
LIAR,says tax revenues are the lowest they have been since world war ii,1
LIAR,oshaughnessy even voted for her own personal stimulus package  a taxpayerfunded pay raise for herself,0
GOSSIP_FAKE,a timeline of harry styles  james cordens late late show bromance,0
GOSSIP_FAKE,celebrities react to trump inauguration on twitter,0
GOSSIP_REAL,prince harry duchess meghan seal their wedding with a traditionbreaking kiss,1
GOSSIP_REAL,brie bellas boobs getting in the way of training,1
LIAR,arizona schools rank th in the nation dead last in funding per student,1
LIAR,a new college tuition reciprocity agreement with minnesota makes college education more affordable for wisconsin residents,0
LIAR,last year we borrowed  trillion  or  cents of every dollar we spent over half of this debt is held by foreign investors,1
LIAR,says the cbo estimates that fully extending the bush tax cuts would add  million jobs in  and  million jobs in,1
GOSSIP_REAL,eva mendes shares her beauty and fitness tips in the april issue of shape,1
LIAR,jennifer carroll is the first africanamerican republican woman to be part of a statewide ticket in florida,1
LIAR,forty percent of gross domestic product is state local or federal money,1
GOSSIP_FAKE,scott disick and sofia richie split up after he cheats,0
LIAR,weve dedicated more money from washington countys transportation budget to bike and ped projects under my watch than at any time in the history of washington county,1
GOSSIP_FAKE,mila kunis,0
GOSSIP_REAL,manushi chhillar,1
GOSSIP_REAL,why now more than ever media representation matters,1
LIAR,two years ago the longest serving leader of the california republic jerry brown boldly declared in china that california is a separate nation,0
LIAR,on whether humans contribute to global warming,1
LIAR,president obama is attacking paul ryan on medicare even though it is his administration with the help of jim langevin who cut  billion from medicare,1
GOSSIP_REAL,easy tutorials for big loose curls anyone can do  gurlcom,1
GOSSIP_FAKE,too close for comfort jennifer lopez might take a break from alex rodriguez,0
GOSSIP_REAL,chris pratt and zoe saldana break silence on james gunns firing from guardians of the galaxy vol,1
